INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I162054646,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,7/9/16,2016,7,Saturday,17,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I162054418,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,7/8/16,2016,7,Friday,20,Part Two,BEACH ST,42.35073,-71.05776
I162054378,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,7/8/16,2016,7,Friday,17,Part Two,METROPOLITAN AVE,42.26661,-71.11828
I162054118,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,7/7/16,2016,7,Thursday,18,Part Two,HILLSBORO ST,42.31998,-71.06704
I162053920,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,7/7/16,2016,7,Thursday,2,Part Two,MORTON ST,42.28164,-71.08694
I162053910,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,,7/7/16,2016,7,Thursday,0,Part Two,ALFORD ST,42.38476,-71.07385
I162053838,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,7/6/16,2016,7,Wednesday,19,Part Two,BRINSLEY ST,42.30449,-71.07943
I162053674,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,7/6/16,2016,7,Wednesday,11,Part Two,BICKFORD ST,42.32483,-71.10165
I162053534,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,7/5/16,2016,7,Tuesday,20,Part Two,HARRISON AVE,42.33402,-71.07638
I162053521,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,7/5/16,2016,7,Tuesday,19,Part Two,BORDER ST,42.37499,-71.03983
I162053484,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,7/5/16,2016,7,Tuesday,17,Part Two,ERIE ST,42.3017,-71.08225
I162053477,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,7/5/16,2016,7,Tuesday,18,Part Two,COMMONWEALTH AVE,42.35054,-71.13107
I162053374,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,7/5/16,2016,7,Tuesday,13,Part Two,LANDOR RD,42.28313,-71.09028
I162053085,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,7/4/16,2016,7,Monday,15,Part Two,RIVER ST,42.26283,-71.10809
I162052570,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,7/2/16,2016,7,Saturday,17,Part Two,EAGLE SQ,42.3811,-71.0264
I162052338,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,7/1/16,2016,7,Friday,20,Part Two,GRAMPIAN WAY,42.31185,-71.04934
I162052036,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/30/16,2016,6,Thursday,18,Part Two,ALBANY ST,42.33429,-71.0724
I162052026,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,6/30/16,2016,6,Thursday,18,Part Two,WASHINGTON ST,42.31703,-71.09708
I162051999,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,6/30/16,2016,6,Thursday,17,Part Two,BLUE HILL AVE,42.28239,-71.09194
I162051964,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/30/16,2016,6,Thursday,14,Part Two,DORCHESTER AVE,42.31322,-71.05715
I162051380,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/27/16,2016,6,Monday,18,Part Two,MASSACHUSETTS AVE,42.33311,-71.07276
I162051161,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,6/27/16,2016,6,Monday,20,Part Two,MARKET ST,42.35616,-71.1491
I162051156,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,6/27/16,2016,6,Monday,20,Part Two,PARIS ST,42.37082,-71.03929
I162051135,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/27/16,2016,6,Monday,18,Part Two,LAGRANGE ST,42.35166,-71.06426
I162051107,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,6/27/16,2016,6,Monday,18,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162050934,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,6/27/16,2016,6,Monday,2,Part Two,COLUMBIA RD,42.30506,-71.08121
I162050595,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/25/16,2016,6,Saturday,19,Part Two,BRINSLEY ST,42.30549,-71.07865
I162050334,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,6/24/16,2016,6,Friday,18,Part Two,EUSTIS ST,42.32702,-71.07522
I162050312,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/24/16,2016,6,Friday,18,Part Two,NEPONSET AVE,42.2969,-71.05585
I162050305,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/24/16,2016,6,Friday,17,Part Two,TREMONT ST,42.34219,-71.07495
I162050168,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,6/24/16,2016,6,Friday,10,Part Two,CENTRE ST,42.32284,-71.10097
I162050008,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,6/23/16,2016,6,Thursday,20,Part Two,CUMMINS HWY,42.26895,-71.09608
I162049915,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/23/16,2016,6,Thursday,15,Part Two,DORCHESTER AVE,42.31661,-71.05669
I162049780,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,6/23/16,2016,6,Thursday,1,Part Two,HARRISHOF ST,42.31638,-71.08691
I162049634,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,6/22/16,2016,6,Wednesday,17,Part Two,,42.33105,-71.05391
I162049329,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/21/16,2016,6,Tuesday,17,Part Two,BEACH ST,42.35148,-71.06118
I162049309,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,6/21/16,2016,6,Tuesday,17,Part Two,CHELSEA ST,42.377,-71.03052
I162049046,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,6/20/16,2016,6,Monday,19,Part Two,HAMPDEN ST,42.33128,-71.07489
I162049043,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/20/16,2016,6,Monday,20,Part Two,BOYLSTON ST,42.35242,-71.06525
I162049035,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,6/20/16,2016,6,Monday,19,Part Two,BORDER ST,42.37383,-71.04052
I162049029,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,6/20/16,2016,6,Monday,19,Part Two,WASHINGTON ST,42.35043,-71.16637
I162048405,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/18/16,2016,6,Saturday,13,Part Two,NORTHAMPTON ST,42.33314,-71.07474
I162048203,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,6/17/16,2016,6,Friday,18,Part Two,CENTRE ST,42.32291,-71.10328
I162048120,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/17/16,2016,6,Friday,13,Part Two,DORCHESTER AVE,42.30254,-71.05957
I162047763,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,6/16/16,2016,6,Thursday,13,Part Two,ELLINGTON ST,42.30136,-71.08291
I162047741,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/16/16,2016,6,Thursday,12,Part Two,GIBSON ST,42.29756,-71.05971
I162047445,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,6/15/16,2016,6,Wednesday,16,Part Two,SOUTH ST,42.301,-71.11461
I162047165,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/14/16,2016,6,Tuesday,21,Part Two,NEWBURY ST,42.34942,-71.08316
I162047102,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,6/14/16,2016,6,Tuesday,18,Part Two,WASHINGTON ST,42.28039,-71.13463
I162047050,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,,6/14/16,2016,6,Tuesday,14,Part Two,CAMBRIDGE ST,42.38239,-71.07891
I162047047,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,,6/14/16,2016,6,Tuesday,15,Part Two,CAMBRIDGE ST,42.38239,-71.07891
I162046879,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/13/16,2016,6,Monday,23,Part Two,BOYLSTON ST,42.34728,-71.08774
I162046840,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/13/16,2016,6,Monday,20,Part Two,LAGRANGE ST,42.35157,-71.06354
I162046813,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/13/16,2016,6,Monday,18,Part Two,HARRISON AVE,42.33445,-71.07574
I162046762,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/13/16,2016,6,Monday,15,Part Two,BOSTON ST,42.32048,-71.06151
I162046197,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,6/11/16,2016,6,Saturday,17,Part Two,WASHINGTON ST,42.27801,-71.13734
I162045974,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,6/10/16,2016,6,Friday,20,Part Two,HAVRE ST,42.37142,-71.03971
I162045202,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/8/16,2016,6,Wednesday,12,Part Two,BOYLSTON ST,42.34862,-71.08278
I162044979,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,6/7/16,2016,6,Tuesday,18,Part Two,SEAVER ST,42.30879,-71.09056
I162044600,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/6/16,2016,6,Monday,17,Part Two,TREMONT ST,42.35517,-71.06334
I162044585,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/6/16,2016,6,Monday,18,Part Two,GALLIVAN BLVD,42.28262,-71.05533
I162043841,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/3/16,2016,6,Friday,23,Part Two,ADAMS ST,42.30264,-71.06038
I162043401,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,6/2/16,2016,6,Thursday,17,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162043129,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/1/16,2016,6,Wednesday,18,Part Two,FREEPORT ST,42.3041,-71.05486
I162043123,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,6/1/16,2016,6,Wednesday,17,Part Two,ESSEX ST,42.35249,-71.06139
I162043109,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,6/1/16,2016,6,Wednesday,17,Part Two,GIBSON ST,42.29756,-71.05971
I162043091,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,6/1/16,2016,6,Wednesday,15,Part Two,HARRISON AVE,42.34285,-71.06516
I162042847,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/31/16,2016,5,Tuesday,18,Part Two,BOYLSTON ST,42.35242,-71.06525
I162042801,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/31/16,2016,5,Tuesday,18,Part Two,WORCESTER ST,42.33806,-71.07637
I162042507,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/30/16,2016,5,Monday,23,Part Two,ESSEX ST,42.35247,-71.06167
I162042168,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,5/29/16,2016,5,Sunday,17,Part Two,NEPTUNE RD,42.38044,-71.02612
I162042134,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/29/16,2016,5,Sunday,15,Part Two,CONGRESS ST,42.36156,-71.05758
I162041869,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/28/16,2016,5,Saturday,16,Part Two,WASHINGTON ST,42.29132,-71.0717
I162041641,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/27/16,2016,5,Friday,18,Part Two,SAINT BOTOLPH ST,42.34348,-71.0825
I162041598,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/27/16,2016,5,Friday,18,Part Two,WASHINGTON ST,42.33384,-71.08029
I162041595,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,5/27/16,2016,5,Friday,18,Part Two,BENNINGTON ST,42.37547,-71.0373
I162041541,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,5/27/16,2016,5,Friday,16,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162041300,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/26/16,2016,5,Thursday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162041299,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/26/16,2016,5,Thursday,18,Part Two,NORTHAMPTON ST,42.34056,-71.08337
I162041293,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,5/26/16,2016,5,Thursday,18,Part Two,DENTON TER,42.28085,-71.13414
I162041166,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,5/26/16,2016,5,Thursday,12,Part Two,LAWRENCE PL,42.35535,-71.14914
I162040984,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/25/16,2016,5,Wednesday,17,Part Two,TREMONT ST,42.33698,-71.08459
I162040964,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/25/16,2016,5,Wednesday,18,Part Two,BOYLSTON ST,42.35234,-71.06297
I162040573,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,5/24/16,2016,5,Tuesday,14,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162040542,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,5/24/16,2016,5,Tuesday,12,Part Two,ALLANDALE ST,42.30157,-71.13546
I162040537,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/24/16,2016,5,Tuesday,12,Part Two,BLUE HILL AVE,42.26817,-71.09388
I162040041,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/22/16,2016,5,Sunday,19,Part Two,ASPINWALL RD,42.29197,-71.07175
I162040037,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,5/22/16,2016,5,Sunday,19,Part Two,DORCHESTER ST,42.3295,-71.05701
I162040030,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/22/16,2016,5,Sunday,18,Part Two,HARRISON AVE,42.3523,-71.06133
I162040023,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/22/16,2016,5,Sunday,18,Part Two,,42.35235,-71.0641
I162039788,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,5/21/16,2016,5,Saturday,21,Part Two,COREY RD,42.34373,-71.13876
I162039438,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/20/16,2016,5,Friday,16,Part Two,E SPRINGFIELD ST,42.33698,-71.07632
I162039324,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/20/16,2016,5,Friday,10,Part Two,SPEEDWELL ST,42.30407,-71.0676
I162039195,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/19/16,2016,5,Thursday,11,Part Two,BOYLSTON ST,42.35233,-71.0641
I162039181,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/19/16,2016,5,Thursday,17,Part Two,WASHINGTON ST,42.30023,-71.07468
I162039112,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/19/16,2016,5,Thursday,0,Part Two,KENWOOD ST,42.29191,-71.07049
I162039106,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/19/16,2016,5,Thursday,14,Part Two,KENWOOD ST,42.29191,-71.07049
I162039094,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/19/16,2016,5,Thursday,13,Part Two,SOUTHERN AVE,42.29087,-71.07222
I162038890,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/18/16,2016,5,Wednesday,18,Part Two,SAVIN HILL AVE,42.30889,-71.04842
I162038843,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,5/18/16,2016,5,Wednesday,15,Part Two,MARION ST,42.28741,-71.11997
I162038565,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,5/17/16,2016,5,Tuesday,18,Part Two,WASHINGTON ST,42.32866,-71.08563
I162038561,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,5/17/16,2016,5,Tuesday,17,Part Two,BLUE HILL AVE,42.30645,-71.08453
I162038397,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/17/16,2016,5,Tuesday,8,Part Two,TRULL ST,42.31251,-71.06547
I162038246,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,5/16/16,2016,5,Monday,17,Part Two,DORCHESTER ST,42.33545,-71.04552
I162037944,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/15/16,2016,5,Sunday,17,Part Two,BOYLSTON ST,42.35231,-71.06371
I162037592,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,5/14/16,2016,5,Saturday,9,Part Two,TABER ST,42.3301,-71.0832
I162037484,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,5/13/16,2016,5,Friday,21,Part Two,DALE ST,42.32075,-71.0818
I162037290,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/13/16,2016,5,Friday,9,Part Two,DORCHESTER AVE,42.30028,-71.06015
I162036812,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,5/11/16,2016,5,Wednesday,19,Part Two,CHELSEA ST,42.37004,-71.03872
I162036504,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/10/16,2016,5,Tuesday,19,Part Two,BOYLSTON ST,42.35231,-71.06371
I162036503,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/10/16,2016,5,Tuesday,19,Part Two,WASHINGTON ST,42.35273,-71.06256
I162036477,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/10/16,2016,5,Tuesday,19,Part Two,CENTRE ST,42.32271,-71.09932
I162036209,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/9/16,2016,5,Monday,21,Part Two,BELVIDERE ST,42.34542,-71.08182
I162036206,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,5/9/16,2016,5,Monday,21,Part Two,RIVER ST,42.25603,-71.12191
I162036153,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,5/9/16,2016,5,Monday,18,Part Two,BENNINGTON ST,42.37685,-71.03367
I162036149,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/9/16,2016,5,Monday,16,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I162036127,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,5/9/16,2016,5,Monday,17,Part Two,COLUMBIA RD,42.32809,-71.05232
I162036125,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/9/16,2016,5,Monday,16,Part Two,TREMONT ST,42.35428,-71.0638
I162035909,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/8/16,2016,5,Sunday,20,Part Two,NORFOLK ST,42.28547,-71.08041
I162035652,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/7/16,2016,5,Saturday,21,Part Two,ESSEX ST,42.35249,-71.06139
I162035651,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,5/7/16,2016,5,Saturday,21,Part Two,CHAUNCY ST,42.35285,-71.06096
I162035577,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/7/16,2016,5,Saturday,17,Part Two,BRADSHAW ST,42.2985,-71.08376
I162035570,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/7/16,2016,5,Saturday,16,Part Two,BRADSHAW ST,42.2985,-71.08376
I162035326,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,5/6/16,2016,5,Friday,18,Part Two,FORBES ST,42.32118,-71.10683
I162034996,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,5/5/16,2016,5,Thursday,19,Part Two,PARIS ST,42.37082,-71.03929
I162034922,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,5/5/16,2016,5,Thursday,16,Part Two,BRADSHAW ST,42.2985,-71.08376
I162034463,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/3/16,2016,5,Tuesday,19,Part Two,COLUMBUS AVE,42.3406,-71.08174
I162034432,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,5/3/16,2016,5,Tuesday,17,Part Two,NORTHAMPTON ST,42.3362,-71.07787
I162034156,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,5/2/16,2016,5,Monday,17,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162033726,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,5/1/16,2016,5,Sunday,10,Part Two,KENWOOD ST,42.29167,-71.07172
I162033355,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,4/29/16,2016,4,Friday,20,Part Two,CONDOR ST,42.38259,-71.03342
I162033333,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,4/29/16,2016,4,Friday,18,Part Two,AMORY ST,42.32134,-71.09924
I162033022,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/28/16,2016,4,Thursday,17,Part Two,BEACH ST,42.35108,-71.0594
I162033014,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,4/28/16,2016,4,Thursday,16,Part Two,MASSACHUSETTS AVE,42.33152,-71.07085
I162033003,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,4/28/16,2016,4,Thursday,16,Part Two,BENNINGTON ST,42.37604,-71.03581
I162032725,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,4/27/16,2016,4,Wednesday,15,Part Two,WASHINGTON ST,42.27582,-71.13991
I162032682,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,4/27/16,2016,4,Wednesday,13,Part Two,CORINTH ST,42.28569,-71.12894
I162032558,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/27/16,2016,4,Wednesday,1,Part Two,DORCHESTER AVE,42.2992,-71.06047
I162032241,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/25/16,2016,4,Monday,21,Part Two,TRULL ST,42.31185,-71.06684
I162032175,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,4/25/16,2016,4,Monday,17,Part Two,TREMONT ST,42.33984,-71.07924
I162032084,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,4/25/16,2016,4,Monday,13,Part Two,BROOKWAY TER,42.29101,-71.12028
I162032051,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,,4/25/16,2016,4,Monday,11,Part Two,CITY SQ,42.37196,-71.06217
I162032014,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/25/16,2016,4,Monday,9,Part Two,KENWOOD ST,42.29191,-71.07049
I162031836,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,4/24/16,2016,4,Sunday,16,Part Two,SUMNER ST,42.36908,-71.04022
I162031575,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,4/23/16,2016,4,Saturday,19,Part Two,,42.31461,-71.09948
I162031555,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/23/16,2016,4,Saturday,17,Part Two,COLUMBIA RD,42.31008,-71.07229
I162031554,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/23/16,2016,4,Saturday,17,Part Two,BLUE HILL AVE,42.28327,-71.09169
I162031550,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/23/16,2016,4,Saturday,17,Part Two,BAIRD ST,42.28591,-71.09329
I162031301,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/22/16,2016,4,Friday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162031279,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/22/16,2016,4,Friday,17,Part Two,TALBOT AVE,42.29091,-71.07437
I162031238,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/22/16,2016,4,Friday,14,Part Two,BLUE HILL AVE,42.2898,-71.08976
I162031236,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/22/16,2016,4,Friday,14,Part Two,BOWDOIN ST,42.30574,-71.06762
I162031037,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,9/28/16,2016,9,Wednesday,9,Part Two,BOYLSTON ST,42.35231,-71.06371
I162030422,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,4/19/16,2016,4,Tuesday,18,Part Two,ESTRELLA ST,42.32195,-71.1028
I162030412,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,8/9/16,2016,8,Tuesday,17,Part Two,WASHINGTON ST,42.3542,-71.06185
